name,place,lon,lat,elevation_m,at_risk
ނޫމަރާ,islet,73.0690779,6.4341498,0.0,True
ހިތާދޫ,islet,72.9227756,5.007554,0.0,True
އޭދަފުށި,islet,73.071022,5.1025657,0.0,True
ވިހަފަރުފިނޮޅު,islet,73.5825668,5.4559267,0.0,True
Unnamed settlement,islet,72.9043396,6.6705396,0.0,True
ކުޑަފަރީ,islet,73.4003264,5.8827222,0.0,True
ކެނދިކުޅުދޫ,island,73.4150757,5.9523405,0.0,True
Unnamed settlement,islet,73.1302739,6.9256904,0.0,True
Unnamed settlement,islet,73.3237955,5.9835273,0.0,True
Berinmadhoo,islet,72.9712566,7.0470365,0.0,True
Migoodhoo,islet,73.2412201,6.2287595,0.0,True
Kudafinolhu,islet,72.8834806,6.9894303,0.0,True
Hunadu,islet,73.0876247,6.7697917,0.0,True
Kandoodhoo,islet,73.3294842,5.6464096,0.0,True
Funadhoo,islet,73.0331008,5.2746617,0.0,True
ޅޮހި,islet,73.3774976,5.8157779,0.0,True
Iru Fushi Maldives,islet,73.3236581,5.7442797,0.0,True
Unnamed settlement,islet,72.9750991,5.4848322,0.0,True
Meedhupparu,islet,72.9798244,5.4559099,0.0,True
Dheburidheythereyvaadhoo,islet,72.9911834,5.4006602,0.0,True
ދެރުއްފިނޮޅު,islet,73.6473522,5.3242529,0.0,True
Kunburudhoo,islet,73.0274613,6.6583135,0.0,True
ކެންދޫ,islet,73.010233,5.2753488,0.0,True
Mendhoo,islet,72.9956097,5.174883,0.0,True
Unnamed settlement,islet,72.9989598,6.2036796,0.0,True
ފިނޭ,island,73.0534555,6.7459246,0.0,True
Dhigurah,island,73.3592434,5.7315908,0.0,True
Fushifaru,islet,73.5152274,5.4912913,0.0,True
Mulidhoo,island,73.0109544,6.8359532,0.0,True
Beenaafushi,islet,73.13616,6.9281927,0.0,True
Kuda-funafaru,islet,73.3780112,5.8847174,0.0,True
Ungulu,islet,73.0264839,5.6906695,0.0,True
Innafinolhu,islet,72.8107906,7.0731716,0.0,True
ފިއްލަދޫ,island,73.2282476,6.8969422,0.0,True
Ufulandhoo,islet,72.9133582,5.4642565,0.0,True
Lun'dhufushi,islet,72.9871675,5.6441419,0.0,True
Neyo,islet,73.0596625,6.4503451,0.0,True
Unnamed settlement,islet,73.4449568,5.8452864,0.0,True
Unnamed settlement,islet,73.1246135,5.9691056,0.0,True
Uligan,island,72.9253004,7.0840292,0.0,True
ކަނޑިތީމު,island,72.9159674,6.44072,0.0,True
Keylakunu,island,73.0091467,6.6027907,0.0,True
Hulhudhoo,islet,73.0320741,5.0711997,0.0,True
Voavah,islet,73.0777767,5.3164642,0.0,True
މިލަންދޫ,island,73.2444113,6.28697,0.0,True
Manafur,islet,72.9399437,6.997104,0.0,True
Undoodhoo,islet,73.0425101,5.2746787,0.0,True
Lun'boakandhoo,islet,72.9342963,5.7307265,0.0,True
Unnamed settlement,islet,73.1711092,5.8051432,0.0,True
މަނަދޫ,island,73.4110501,5.7662364,0.0,True
Unnamed settlement,islet,73.0983341,5.1777626,0.0,True
ޅޮއްސަލަފުށި,islet,73.4832069,5.3072218,0.0,True
ހެނބަދޫ,islet,73.3928183,5.9676326,0.0,True
Unnamed settlement,islet,73.306505,5.8358825,0.0,True
އަލިގާ,islet,73.5165918,5.2440316,0.0,True
Unnamed settlement,islet,73.3186542,5.8877243,0.0,True
ބިލެތްފަހި,islet,72.9730786,6.338073,0.0,True
Kotafuri,islet,73.0416733,5.5315288,0.0,True
Kanbaalifaru,islet,73.2527823,6.1246026,0.0,True
Bodufen maaen'budhoo,islet,72.9239264,5.6291388,0.0,True
Hirimaradhoo,islet,73.0242994,6.7249015,0.0,True
Unnamed settlement,islet,72.9465388,5.9709641,0.0,True
ކުޑަރިކިލު,islet,73.0709423,5.3002945,0.0,True
Mahafai,islet,73.1572879,6.8293623,0.0,True
Unnamed settlement,islet,73.1342716,5.9531298,0.0,True
Maaddoo,islet,73.0625941,5.0928679,0.0,True
Naavaidhoo,islet,72.9347193,6.7471071,0.0,True
ތިލަމާފުށި,islet,73.5871233,5.2732587,0.0,True
Komandoo,islet,73.4242869,5.49334,0.0,True
ފައިނު,islet,73.0345761,5.4633497,0.0,True
Faarufushi,islet,72.9653459,5.7677819,0.0,True
Goiymaru,islet,72.8881897,5.6302311,0.0,True
މެދަފުށި,islet,73.4267114,5.3556218,0.0,True
Unnamed settlement,islet,72.9380446,6.7543364,0.0,True
Fushivelavaru,islet,73.2093453,5.8310199,0.0,True
Didhdhoo,islet,73.2574025,5.6849435,0.0,True
Neyo,islet,73.0389395,5.4925272,0.0,True
Unnamed settlement,islet,73.3446456,5.7971351,0.0,True
ފާދޫހުރާގަނޑު,islet,73.6197645,5.4361713,0.0,True
Orivaru,islet,73.2974652,5.8021507,0.0,True
Unnamed settlement,islet,73.3459835,5.9714137,0.0,True
Firun'baidhoo,islet,73.2276837,6.1143152,0.0,True
Filaidhoo,islet,72.9382677,5.4917022,0.0,True
Unnamed settlement,islet,72.8853222,5.4615226,0.0,True
Unnamed settlement,islet,73.0774452,6.0242168,0.0,True
Unnamed settlement,islet,72.9075177,6.4359154,0.0,True
Kuredhdhoo,islet,72.8944105,5.6402425,0.0,True
ހުދުފުށި,islet,73.6542705,5.3619933,0.0,True
Kattalafushi,islet,72.9830384,6.5665514,0.0,True
Hulhudhoo,islet,73.0190235,5.7387048,0.0,True
Unnamed settlement,islet,73.3438098,5.7688291,0.0,True
ވަރިހުރާ,islet,73.4885513,5.3033615,0.0,True
Medhukuburudhoo,islet,73.0300528,6.1970527,0.0,True
މާޅެންދޫ,islet,73.45612,5.9022747,0.0,True
ހަނިމާދޫ,island,73.1660202,6.7513903,0.0,True
Madhirivaadhoo,islet,73.1613436,5.2688398,0.0,True
Unnamed settlement,islet,72.9442154,5.5374674,0.0,True
Veyvah,islet,72.8931375,5.7672974,0.0,True
Nibiligaa,islet,72.944135,5.1725169,0.0,True
ފާދޫ,islet,73.6295973,5.4318762,0.0,True
Maafinolhu,islet,72.8623384,7.0021911,0.0,True
Dhandhoo,islet,73.1685318,5.2357364,0.0,True
Milaidhoo,islet,73.1285083,5.2670876,0.0,True
Dhigudhefaru,islet,73.1388001,5.2351054,0.0,True
Unnamed settlement,islet,73.2413783,5.7088366,0.0,True
ފީވައް,islet,73.2095523,6.3489737,0.0,True
Uthurumaafaru,islet,72.8457704,5.6699273,0.0,True
Coco Palm Dhuni Kolhu,islet,72.8815555,5.0391063,0.0,True
Than'burudhoo,islet,73.2346701,5.7164349,0.0,True
ދުވާފަރު,islet,73.0411902,5.6298164,0.0,True
Unnamed settlement,islet,72.9977621,5.4945736,0.0,True
ނޮޅިވަރަންފަރު,island,73.1170524,6.6933299,0.0,True
Unnamed settlement,islet,73.2863513,6.1035257,0.0,True
Gaagandufaruhuraa,islet,73.0608278,5.3691394,0.0,True
Kihavah huravalhi,islet,73.0571774,5.296409,0.0,True
Aarah,islet,72.9410475,5.4474825,0.0,True
ބޮޑުފިނޮޅު,islet,73.560658,5.2639274,0.0,True
Finolhas,islet,73.113656,5.2337914,0.0,True
Kudafen maaen'boodhoo,islet,72.9354474,5.6250637,0.0,True
ނައިފަރު,islet,73.3639483,5.4466026,0.0,True
Vinaneiyfaruhuraa,islet,73.0788515,5.3461979,0.0,True
