name,place,lon,lat,elevation_m,at_risk
Vuadomo,village,179.3088698,-16.7121666,11.0,False
Namale,suburb,179.3727249,-16.801498,10.0,False
Dravuwalu,hamlet,-179.8602422,-18.9400192,0.0,True
Unnamed settlement,islet,-178.6926003,-18.3259761,0.0,True
Jerusalami Village,village,179.3618425,-16.7351228,36.0,False
Nagigi Village,village,179.479715,-16.7999605,9.0,False
Yaroi Village,village,179.3441376,-16.7776126,10.0,False
Lavukalili,village,179.5984716,-16.7844929,4.0,False
Urata Village,village,179.3386014,-16.7288711,5.0,False
Vivili Village,village,179.3754278,-16.7966073,28.0,False
Naqesa,hamlet,178.0543972,-18.0937762,48.0,False
Cagilaba,hamlet,178.1213026,-18.1946793,20.0,False
Muanaira,village,178.5372418,-18.1295354,9.0,False
Nadave,hamlet,178.6033582,-17.9834155,5.0,False
Navitabua,hamlet,178.5879157,-17.8384494,17.0,False
Rewasau,village,178.0696717,-17.7131643,386.0,False
Nalotawa,village,177.6072057,-17.6403542,389.0,False
Nakaugasele,village,178.3782294,-18.9526157,9.0,False
Sogosevou,hamlet,178.4429755,-19.0126684,0.0,True
Naqarani,village,178.5936822,-18.0942865,6.0,False
Nukutubu,village,178.5578223,-18.1003847,4.0,False
Tavuya,village,178.5561517,-18.1300319,8.0,False
Waibogi,village,178.0092563,-18.1167741,64.0,False
Waitabu,village,-179.8594786,-16.8133942,0.0,True
Ciri,hamlet,177.3518429,-18.0814168,12.0,False
Naqeledamu,village,178.5469455,-17.9955776,20.0,False
Wainivula,hamlet,179.4799856,-16.7469084,20.0,False
Waivula,hamlet,178.493963,-17.6279485,19.0,False
Nasautoka Village,village,178.380144,-17.7273461,31.0,False
Nakuruwai Village,village,178.6020501,-18.0967684,5.0,False
Waidra Settlement,hamlet,178.8016634,-17.7244236,13.0,False
Naivuruvuru Vilage,village,178.6099556,-17.8727437,15.0,False
Qelemumu,village,179.4712942,-16.404514,15.0,False
Naqati settlement,hamlet,178.5555748,-17.9215786,30.0,False
Unnamed settlement,hamlet,178.4865119,-17.6421398,35.0,False
Unnamed settlement,hamlet,178.487104,-17.635609,28.0,False
Unnamed settlement,village,178.4857684,-17.6256437,25.0,False
Waivula,hamlet,179.6409752,-16.5035986,6.0,False
Rakiraki,town,178.1531001,-17.3780743,11.0,False
Wailea Raiwaqa #2,neighbourhood,178.4535073,-18.1320513,3.0,False
Unnamed settlement,islet,177.735061,-18.2207379,0.0,True
Biausevu,village,177.7327796,-18.194192,15.0,False
Vunisei Village,village,178.5544707,-18.0535831,5.0,False
Unnamed settlement,island,177.5354825,-17.4847463,0.0,True
Unnamed settlement,islet,179.4413378,-17.3120809,4.0,False
Unnamed settlement,village,178.8049625,-17.7269877,7.0,False
Unnamed settlement,village,178.8036753,-17.7236664,8.0,False
Unnamed settlement,island,179.2759087,-17.6485431,0.0,True
Tavuca Island,island,177.7370095,-17.3949007,5.0,False
Unnamed settlement,islet,177.1904079,-17.7747222,0.0,True
Unnamed settlement,islet,179.1294194,-16.4207467,4.0,False
Unnamed settlement,islet,179.1419609,-16.4198775,2.0,False
Unnamed settlement,islet,179.1449698,-16.4071061,3.0,False
Unnamed settlement,island,179.1609863,-16.3956269,12.0,False
Unnamed settlement,islet,179.1671338,-16.4121149,0.0,True
Unnamed settlement,hamlet,179.3494622,-18.0730651,29.0,False
Unnamed settlement,islet,179.8960287,-18.6174311,0.0,True
Unnamed settlement,islet,179.8570782,-18.62938,0.0,True
Unnamed settlement,islet,179.8635013,-18.6282228,0.0,True
Unnamed settlement,islet,179.8343523,-18.5872896,2.0,False
Unnamed settlement,islet,179.8351533,-18.5876931,2.0,False
Mua,hamlet,179.1475587,-17.7917064,5.0,False
Uciwai Informal Settlement,village,178.4220765,-18.1051906,27.0,False
Unnamed settlement,islet,179.3452893,-16.3746341,0.0,True
Unnamed settlement,island,177.3823026,-17.5810959,0.0,True
Yasawairara,village,177.5783069,-16.7050986,7.0,False
Unnamed settlement,islet,178.21526,-19.0592326,0.0,True
Unnamed settlement,island,178.2491519,-19.024084,0.0,True
Unnamed settlement,island,178.2576766,-19.024574,0.0,True
Unnamed settlement,islet,178.7304127,-16.5313121,0.0,True
Unnamed settlement,islet,179.0981434,-16.3931101,3.0,False
Unnamed settlement,islet,179.1951862,-16.3711433,3.0,False
Unnamed settlement,islet,179.2067801,-16.368937,1.0,True
Unnamed settlement,islet,179.2291823,-16.3649299,3.0,False
Unnamed settlement,islet,179.214433,-16.3714927,2.0,False
Unnamed settlement,islet,179.221971,-16.3701852,1.0,True
Unnamed settlement,islet,178.5661228,-16.5835062,0.0,True
Unnamed settlement,islet,178.6894264,-16.5722082,8.0,False
Unnamed settlement,islet,178.7764525,-16.5710771,5.0,False
Unnamed settlement,islet,178.7095027,-16.6081904,12.0,False
Unnamed settlement,islet,178.535296,-16.7048344,0.0,True
Unnamed settlement,islet,179.4361062,-16.2709864,7.0,False
Unnamed settlement,islet,179.5509929,-16.2218246,11.0,False
Unnamed settlement,village,178.5890433,-18.0801212,5.0,False
Naduri Village,village,179.145497,-16.4425305,7.0,False
Unnamed settlement,village,178.5985797,-17.9882824,8.0,False
Namama,village,179.1377863,-16.440468,8.0,False
Unnamed settlement,islet,177.2597296,-17.930862,0.0,True
Tokalau,village,-179.2816498,-17.7431477,0.0,True
Naceva,village,-179.2946036,-17.7723388,0.0,True
Tuvuca,village,-178.8228795,-17.6863933,0.0,True
Unnamed settlement,village,179.1475587,-17.7917064,5.0,False
Unnamed settlement,village,179.1531607,-16.7447194,4.0,False
Matainananu,village,178.4371745,-17.5655652,21.0,False
Nadogoloa,village,178.4337233,-17.5626686,7.0,False
Navatuyaba Village,village,178.5542756,-18.066815,7.0,False
Beqa Levu,island,179.7566215,-16.5718375,0.0,True
Unnamed settlement,islet,178.6167504,-17.9697073,0.0,True
Navuniivi,village,178.2620945,-17.4580514,20.0,False
Unnamed settlement,islet,174.6326098,-21.7360944,0.0,True
Unnamed settlement,village,178.3366327,-17.4821928,40.0,False
Verevere,village,178.3770649,-17.5481772,5.0,False
Namarai,village,178.3653103,-17.5216785,19.0,False
Unnamed settlement,islet,-179.870315,-16.6843351,0.0,True
Togobula,village,177.3264168,-18.051417,21.0,False
Basiri,village,177.3208399,-18.0736581,10.0,False
Vuhama,village,177.3148664,-18.0806438,18.0,False
Navihabahaba,village,177.3291266,-18.0842547,6.0,False
Unnamed settlement,islet,-179.8645762,-16.6766579,0.0,True
Unnamed settlement,islet,-179.8611691,-16.6726437,0.0,True
Unnamed settlement,islet,-179.7836842,-16.8166927,0.0,True
Unnamed settlement,islet,178.6441735,-18.0951984,0.0,True
Unnamed settlement,islet,178.6431963,-18.0955937,0.0,True
Unnamed settlement,islet,178.647921,-18.0939734,16.0,False
Unnamed settlement,islet,178.6475205,-18.0943045,13.0,False
Unnamed settlement,islet,178.6428632,-18.0956493,0.0,True
Unnamed settlement,islet,178.6488508,-18.0937293,9.0,False
Unnamed settlement,island,178.7929308,-16.5134207,0.0,True
Unnamed settlement,islet,178.6637956,-16.6140769,3.0,False
Unnamed settlement,island,179.1286256,-16.384904,-1.0,True
Unnamed settlement,islet,179.0949073,-16.4201138,5.0,False
Unnamed settlement,islet,179.3336802,-16.776536,0.0,True
Korovesa,islet,179.3338358,-16.7758323,14.0,False
Unnamed settlement,village,178.6242881,-17.8501934,13.0,False
Vunisea,village,178.139206,-17.4901627,115.0,False
Rokovuaka,village,178.260307,-17.6381207,44.0,False
Nalalawa,village,178.2601745,-17.6316212,45.0,False
Unnamed settlement,island,178.7741736,-16.5426681,2.0,False
Unnamed settlement,islet,178.7726187,-16.542971,0.0,True
Unnamed settlement,islet,178.7978774,-16.5468676,0.0,True
Natokamu Subdivision,plot,179.3991889,-16.4338162,4.0,False
Denimanu,village,178.3213215,-16.804758,2.0,False
Unnamed settlement,square,177.992192,-18.3824646,32.0,False
Wayalailai,island,177.1388181,-17.3397799,214.0,False
Naukacuvu Island,island,177.1723982,-17.1950645,37.0,False
Narara Island,island,177.1737607,-17.2073935,66.0,False
Nanuya Balavu Island,island,177.1801975,-17.1887098,73.0,False
Unnamed settlement,plot,178.4464789,-18.0981294,118.0,False
Staff Village,village,177.2664204,-17.492125,11.0,False
Rukua,village,178.0997785,-18.3899755,7.0,False
Were Kanunu,farm,179.4944653,-16.7931292,59.0,False
Vuinaqalutu Village,village,178.9791297,-16.6384545,46.0,False
Namatadogo Settlement,village,178.9834158,-16.6245919,21.0,False
Nadrano Settlement,village,178.9910065,-16.6429621,30.0,False
Natoaika Village,village,178.4538083,-17.950505,16.0,False
Deladamanu Village,village,178.4525852,-17.9468408,14.0,False
Sawakasa Vou Village,village,178.5318713,-17.7669314,14.0,False
Burerua Village,village,178.5332124,-17.7670233,13.0,False
Unnamed settlement,village,178.9891005,-16.653239,47.0,False
Nadi,city,177.4178549,-17.7992725,9.0,False
Unnamed settlement,village,178.1670216,-17.7637837,69.0,False
Unnamed settlement,village,178.2943291,-17.9732318,30.0,False
Unnamed settlement,village,178.1809845,-17.805281,166.0,False
Unnamed settlement,village,177.5336652,-17.9842139,26.0,False
Nalebaleba,village,177.6720564,-17.9537096,55.0,False
Nasaucoko Village,village,177.6958586,-17.8735452,77.0,False
Wauosi Village,village,177.7138989,-17.8407704,68.0,False
Unnamed settlement,village,177.7201809,-17.8220433,68.0,False
Tonuve,village,177.7139904,-17.9639558,39.0,False
Tuvu,village,177.7009706,-17.9496882,37.0,False
Bemana,village,177.7029319,-17.9540941,36.0,False
Sovi Settlement,village,177.6222534,-18.0733996,84.0,False
Unnamed settlement,village,177.5688409,-18.1051777,9.0,False
Vatukarasa,village,177.6049598,-18.182571,8.0,False
Unnamed settlement,village,177.6671484,-17.7724777,168.0,False
Unnamed settlement,hamlet,177.7728917,-17.7505408,182.0,False
Unnamed settlement,village,177.7611007,-17.7509447,231.0,False
Unnamed settlement,village,179.3265037,-16.3445769,10.0,False
Unnamed settlement,village,179.3494095,-16.3397319,8.0,False
Unnamed settlement,village,179.3103356,-16.3418798,14.0,False
Nabouwalu,town,178.6890703,-16.9951685,5.0,False
Unnamed settlement,village,178.658081,-16.9037308,23.0,False
Douma,village,178.6724866,-16.878094,27.0,False
Nakorotiki,village,178.8860241,-16.8593366,25.0,False
Unnamed settlement,hamlet,179.1180025,-16.7491125,3.0,False
Unnamed settlement,hamlet,179.0956442,-16.7654659,16.0,False
Unnamed settlement,hamlet,179.1604788,-16.7355045,5.0,False
Bua,village,178.6152813,-16.7979838,7.0,False
Lovoni,town,178.7918753,-17.6891301,51.0,False
Rukuruku,town,178.7559892,-17.6425056,4.0,False
Taviya,village,178.7675883,-17.6290747,5.0,False
Viro,village,178.7426558,-17.6669413,6.0,False
Naicabecabe,village,178.7659691,-17.7682911,1.0,True
Uluibau,village,178.7616966,-17.7858094,3.0,False
Nasesara,village,178.7490387,-17.755975,6.0,False
Nasauvuki,village,178.7567184,-17.7652117,6.0,False
Daku,village,178.7720307,-17.777854,5.0,False
Wawa,hamlet,178.7360527,-17.7639905,10.0,False
Niubasaga,hamlet,178.7417303,-17.7771155,4.0,False
Naigani Village,village,178.6709751,-17.5842459,6.0,False
Vatoa,village,-178.2510868,-19.8222475,0.0,True
Matukana,village,-178.7454536,-20.663665,0.0,True
Lovoni,village,-178.720732,-20.6606215,0.0,True
Doi,village,-178.7222979,-20.6355513,0.0,True
Dravuwalu,hamlet,-179.8617009,-18.9414429,0.0,True
Tovu,village,-179.8201538,-18.9570462,0.0,True
Raviravi,hamlet,179.7412668,-19.1711271,0.0,True
Qalikarua,village,179.7845206,-19.168332,0.0,True
Levukaidaku,village,179.7618956,-19.1899339,0.0,True
Makadru,village,179.7353601,-19.1727342,0.0,True
Yaroi,village,179.7415931,-19.1320079,0.0,True
Lomati,village,179.754056,-19.1640953,0.0,True
Natokalau,village,179.7620535,-19.119646,0.0,True
Tubou,town,-178.8105369,-18.2365527,0.0,True
Waciwaci,village,-178.7838938,-18.2404155,0.0,True
Nasaqalau,village,-178.8092217,-18.1786233,0.0,True
Vakano,village,-178.7924869,-18.1795885,0.0,True
Nukunuku,village,-178.750682,-18.2021208,0.0,True
Yadrana,village,-178.774273,-18.1903746,0.0,True
Waitabu,village,-178.7729153,-18.2355357,0.0,True
Tarakau,village,-179.3288406,-17.7249665,0.0,True
Mabula,village,-179.3273471,-17.769113,0.0,True
Lomati,village,-179.2932209,-17.7317112,0.0,True
Unnamed settlement,village,-179.2786251,-18.3623349,0.0,True
Unnamed settlement,village,178.6794723,-18.0549258,4.0,False
Unnamed settlement,village,178.6540669,-18.0829557,6.0,False
Unnamed settlement,village,178.6393282,-18.0214852,4.0,False
Unnamed settlement,village,178.633084,-18.0009791,12.0,False
Unnamed settlement,village,178.6912882,-18.0032032,17.0,False
Unnamed settlement,town,178.6245868,-17.9975302,24.0,False
Unnamed settlement,village,178.6339999,-18.0493274,2.0,False
Namuka Village,village,178.595414,-17.9785903,3.0,False
Bau,village,178.6154911,-17.9723087,13.0,False
Unnamed settlement,village,178.6077446,-17.8462257,8.0,False
Unnamed settlement,village,178.4942303,-17.6010454,12.0,False
Dravuni,village,178.57729,-17.9119814,8.0,False
Unnamed settlement,village,178.5819678,-17.9235987,20.0,False
Unnamed settlement,village,178.599842,-17.8881106,6.0,False
Unnamed settlement,village,178.566411,-17.8934198,9.0,False
Unnamed settlement,hamlet,178.5985664,-17.8744698,27.0,False
Unnamed settlement,village,178.5830423,-17.8619962,14.0,False
Unnamed settlement,village,178.5596851,-17.7441813,5.0,False
Unnamed settlement,village,178.5526636,-17.7407675,7.0,False
Lawaki,village,178.5776832,-17.6494207,4.0,False
Unnamed settlement,village,178.5851721,-17.6669868,6.0,False
Unnamed settlement,village,178.5637761,-17.7176184,4.0,False
Unnamed settlement,village,178.549418,-17.6280157,9.0,False
Unnamed settlement,village,178.3625335,-17.6943474,39.0,False
Unnamed settlement,village,178.3777382,-17.8084713,103.0,False
Nakorovatu,village,178.3240312,-17.8279152,26.0,False
Unnamed settlement,village,178.3317899,-17.8096532,55.0,False
Unnamed settlement,village,178.3586549,-17.7923586,26.0,False
Unnamed settlement,village,178.3694559,-17.7777676,28.0,False
Unnamed settlement,village,178.3279439,-17.8352131,38.0,False
Namatakula,village,177.7837773,-18.2291883,6.0,False
Nambukelevu Village,village,177.8660569,-18.1286311,160.0,False
Vunaniu,village,177.8642458,-18.2490363,6.0,False
Balenabelo,village,177.6214764,-18.1637796,19.0,False
Saru (Naivibuli) Village,village,177.6454974,-18.1254094,50.0,False
Vunayawa Settlement,hamlet,177.638363,-18.1255979,45.0,False
Naboutini,village,177.8238181,-18.2370542,6.0,False
Veivatuloa,village,178.215276,-18.1974303,10.0,False
Wainiyabia Village,village,178.0331566,-18.2621808,7.0,False
Unnamed settlement,village,178.0548297,-18.2572128,8.0,False
Namelimeli,village,178.2423555,-18.1737011,23.0,False
Mau,village,178.2338175,-18.1838266,10.0,False
Unnamed settlement,village,179.4696088,-16.800155,22.0,False
Viani,village,179.5807813,-16.7422284,4.0,False
Unnamed settlement,village,179.5573913,-16.7931183,7.0,False
Unnamed settlement,village,179.5756088,-16.7996096,7.0,False
Unnamed settlement,village,179.6181599,-16.7713732,5.0,False
Unnamed settlement,village,179.755768,-16.7283899,20.0,False
Unnamed settlement,village,179.8219327,-16.6735861,2.0,False
Unnamed settlement,village,179.8473385,-16.74492,10.0,False
Nawi,village,179.8734477,-16.6981272,4.0,False
Buca,village,179.8431495,-16.6519191,3.0,False
Tukavesi,suburb,179.8440662,-16.6426483,9.0,False
Unnamed settlement,village,179.8611928,-16.6112594,2.0,False
Vunidogoloa (old village),village,179.5028894,-16.6699275,5.0,False
Tabia Village,village,179.4868498,-16.6687764,9.0,False
Unnamed settlement,village,179.5314338,-16.6330827,7.0,False
Unnamed settlement,village,179.5489151,-16.607922,8.0,False
Unnamed settlement,town,179.5623221,-16.5733317,5.0,False
Unnamed settlement,hamlet,179.5227153,-16.5931977,23.0,False
Unnamed settlement,hamlet,179.560643,-16.5839436,10.0,False
Unnamed settlement,town,179.5490666,-16.5936912,16.0,False
Unnamed settlement,village,179.5288803,-16.4610381,44.0,False
Unnamed settlement,village,179.6366689,-16.5060567,6.0,False
Unnamed settlement,town,179.7110394,-16.4740126,7.0,False
Unnamed settlement,village,179.7409299,-16.4430312,7.0,False
Unnamed settlement,village,179.7489336,-16.4272359,8.0,False
Unnamed settlement,village,179.7654636,-16.407232,10.0,False
Unnamed settlement,village,179.8121361,-16.3310959,8.0,False
Unnamed settlement,village,179.8603494,-16.2571157,10.0,False
Unnamed settlement,hamlet,179.8183921,-16.3189508,11.0,False
Lagi,village,179.8379615,-16.2427459,13.0,False
Unnamed settlement,village,179.8492804,-16.2251311,12.0,False
Unnamed settlement,village,179.851512,-16.2200008,20.0,False
Unnamed settlement,hamlet,179.8259196,-16.2206906,13.0,False
Unnamed settlement,village,179.3619054,-16.5689736,70.0,False
Unnamed settlement,village,179.3528799,-16.5693564,85.0,False
Unnamed settlement,village,179.2968968,-16.6642429,12.0,False
Unnamed settlement,village,179.3520913,-16.6625007,25.0,False
Unnamed settlement,village,179.3435713,-16.6622707,26.0,False
Unnamed settlement,village,179.3152328,-16.7198812,7.0,False
Unnamed settlement,village,179.3020414,-16.7106795,12.0,False
Unnamed settlement,village,179.444612,-16.7152055,12.0,False
Unnamed settlement,village,179.4842278,-16.7718924,10.0,False
Unnamed settlement,village,179.4056873,-16.788076,19.0,False
Unnamed settlement,village,179.4477001,-16.3657385,10.0,False
Unnamed settlement,village,179.4891563,-16.4888673,67.0,False
Unnamed settlement,village,179.8171907,-16.5257563,8.0,False
Unnamed settlement,hamlet,179.7195746,-16.6042967,10.0,False
Unnamed settlement,village,179.8094691,-16.526805,7.0,False
Unnamed settlement,village,179.781716,-16.553659,10.0,False
Unnamed settlement,village,179.7981985,-16.5350358,7.0,False
Unnamed settlement,village,179.7615061,-16.5715027,7.0,False
Naceva,village,-179.2942029,-17.7727021,0.0,True
Tokalau,village,-179.2811206,-17.7421883,0.0,True
Tavua Town,town,177.8635733,-17.4415042,12.0,False
Yamata,village,177.1349508,-17.3254688,14.0,False
Nabukeru,village,177.4675454,-16.8418224,4.0,False
Somosomo,village,177.2609616,-17.1020869,4.0,False
Nacula,village,177.3979474,-16.8919376,4.0,False
Port Denarau,locality,177.3786531,-17.7733415,6.0,False
Wairiki,village,179.990617,-16.8048744,9.0,False
Unnamed settlement,village,178.4319266,-17.7795508,192.0,False
Unnamed settlement,village,178.440088,-17.7975147,103.0,False
Pacific Harbour,village,178.0763283,-18.238151,6.0,False
Unnamed settlement,village,178.5303907,-18.8445956,6.0,False
Unnamed settlement,village,178.0724651,-19.0709115,0.0,True
Unnamed settlement,village,178.0501431,-19.0714515,0.0,True
Unnamed settlement,village,178.044264,-19.072486,0.0,True
Unnamed settlement,village,178.0402957,-19.0740594,0.0,True
Unnamed settlement,hamlet,178.067495,-19.0755335,0.0,True
Unnamed settlement,hamlet,178.0626167,-19.0757307,0.0,True
Unnamed settlement,hamlet,178.072016,-19.076692,0.0,True
Unnamed settlement,village,178.1074238,-19.0774133,0.0,True
Unnamed settlement,hamlet,178.0322763,-19.0783923,0.0,True
Unnamed settlement,hamlet,178.0917468,-19.0812061,0.0,True
Unnamed settlement,hamlet,178.0235528,-19.0941156,0.0,True
Unnamed settlement,hamlet,178.0206103,-19.0984,0.0,True
Unnamed settlement,hamlet,178.0148753,-19.1034078,0.0,True
Unnamed settlement,hamlet,178.0058986,-19.1075321,0.0,True
Unnamed settlement,hamlet,177.9996418,-19.1085407,0.0,True
Unnamed settlement,village,177.9555972,-19.1277244,0.0,True
Unnamed settlement,hamlet,177.9470463,-19.1282239,0.0,True
Unnamed settlement,village,177.9986302,-19.1406086,0.0,True
Matanuku,hamlet,178.100396,-19.1661482,0.0,True
Dravuni Village,village,178.5232765,-18.7576869,9.0,False
Unnamed settlement,village,178.4935399,-18.8797109,11.0,False
Unnamed settlement,hamlet,178.5101808,-18.8864232,7.0,False
Unnamed settlement,hamlet,178.4692174,-18.8911692,7.0,False
Unnamed settlement,hamlet,178.5177151,-18.9029667,2.0,False
Narikoso Village,village,178.5069594,-18.9174115,2.0,False
Unnamed settlement,village,178.4760246,-18.9228499,8.0,False
Nauluvatu,suburb,178.4376132,-18.1261993,63.0,False
Samabula,suburb,178.4426504,-18.1173104,78.0,False
Wailoku,suburb,178.4410143,-18.0969867,129.0,False
Wailoku,suburb,178.4388202,-18.0970836,120.0,False
Tamavua Village,village,178.4425968,-18.1002348,148.0,False
Unnamed settlement,village,178.3006774,-17.8495701,29.0,False
Nawaisomo,village,178.1311995,-18.3601346,8.0,False
Lalati,hamlet,178.1489424,-18.3758373,7.0,False
Raviravi,hamlet,178.1071483,-18.3765934,13.0,False
Soliyaga,hamlet,178.1662498,-18.3840856,10.0,False
Dakuni,village,178.1457588,-18.4027911,13.0,False
Unnamed settlement,hamlet,178.1036634,-18.4079823,6.0,False
Naceva,hamlet,178.1075245,-18.4194425,8.0,False
Suva,city,178.4421662,-18.1415884,58.0,False
Unnamed settlement,village,178.4012123,-17.9615686,28.0,False
Naqali Village,village,178.3826182,-17.9543728,28.0,False
Unnamed settlement,village,177.7571363,-17.7735966,440.0,False
Unnamed settlement,village,177.9075653,-17.708479,179.0,False
Draiba,village,177.7691134,-17.868873,46.0,False
Nanoko Village,village,177.842151,-17.7566454,573.0,False
Keiyasi,village,177.7518682,-17.8859107,45.0,False
Unnamed settlement,village,179.4550443,-16.7222756,15.0,False
Unnamed settlement,village,177.7452917,-17.7108751,333.0,False
Unnamed settlement,village,177.7391602,-17.628235,20.0,False
Lekutu,village,178.7193852,-16.6690162,13.0,False
Naduri,town,179.1462116,-16.4436158,6.0,False
Unnamed settlement,hamlet,179.1432414,-16.7447331,21.0,False
Natuvu,village,179.1531649,-16.7447429,4.0,False
Unnamed settlement,hamlet,179.069114,-16.7645964,19.0,False
Unnamed settlement,hamlet,179.0122398,-16.7941343,13.0,False
Unnamed settlement,hamlet,179.0264789,-16.8165982,21.0,False
Unnamed settlement,hamlet,179.0262274,-16.8283214,18.0,False
Unnamed settlement,hamlet,179.0186229,-16.8762328,19.0,False
Unnamed settlement,hamlet,179.0194173,-16.8876859,9.0,False
Unnamed settlement,hamlet,179.0684654,-16.8936061,10.0,False
Unnamed settlement,hamlet,179.0423799,-16.9062632,16.0,False
Unnamed settlement,hamlet,179.0573344,-16.906632,4.0,False
Unnamed settlement,hamlet,179.0169897,-16.9098284,15.0,False
Unnamed settlement,hamlet,178.9890554,-16.9103693,13.0,False
Unnamed settlement,hamlet,179.0249508,-16.916679,6.0,False
Unnamed settlement,hamlet,179.2689048,-16.6565914,14.0,False
Unnamed settlement,hamlet,179.2549427,-16.6636955,38.0,False
Nabalebale village,hamlet,179.2590398,-16.6655606,20.0,False
Vakativa Village,hamlet,179.2577578,-16.6751936,32.0,False
Unnamed settlement,hamlet,179.2604763,-16.6817042,12.0,False
Unnamed settlement,hamlet,179.2367866,-16.6906376,17.0,False
Dreketi,village,179.2580851,-16.696038,5.0,False
Codreudreu,hamlet,179.2311729,-16.6989947,3.0,False
Unnamed settlement,hamlet,178.7801619,-16.9599263,20.0,False
Savuna,hamlet,178.7261275,-17.7295912,19.0,False
Navuti,village,178.7560945,-17.7628585,1.0,True
Nasaga,town,178.7653449,-17.7097389,5.0,False
Nawowo,hamlet,178.8092298,-17.6248451,6.0,False
Toki,village,178.8229118,-17.6472199,11.0,False
Vatukalo,village,178.8209049,-17.6428357,3.0,False
Yaravudi,village,178.7746655,-17.6232608,9.0,False
Unnamed settlement,hamlet,178.7775324,-17.6229708,11.0,False
Unnamed settlement,hamlet,178.7707654,-17.626933,17.0,False
Navuloa,village,178.7619351,-17.7019391,14.0,False
Nathamaki,village,179.4298658,-17.244947,4.0,False
Vatulele,village,179.3944274,-17.2488587,19.0,False
Nabuna,village,179.3838636,-17.250473,6.0,False
Unnamed settlement,hamlet,179.3892989,-17.251278,33.0,False
Unnamed settlement,hamlet,179.3847063,-17.253795,18.0,False
Unnamed settlement,hamlet,179.3902038,-17.2642371,125.0,False
Unnamed settlement,hamlet,179.3960874,-17.2730043,256.0,False
Unnamed settlement,hamlet,179.3931902,-17.2764037,281.0,False
Nabasovi,village,179.3620764,-17.2888685,8.0,False
Tuatua,village,179.4382658,-17.2936608,3.0,False
Tavua,village,179.3629551,-17.2960847,8.0,False
Navaga,village,179.3668194,-17.3063788,10.0,False
Nasau,village,179.4384815,-17.3076881,31.0,False
Naqaidamu,village,179.4345862,-17.3212969,5.0,False
Unnamed settlement,hamlet,179.433912,-17.3270707,9.0,False
Unnamed settlement,hamlet,179.4343392,-17.3296667,6.0,False
Sinuvaca,village,179.4329644,-17.3340123,8.0,False
Namacu,village,179.4240724,-17.3512264,9.0,False
Kade,village,179.3769086,-17.3555192,0.0,True
Nakodu,village,179.4172524,-17.3698166,3.0,False
Mudu,village,179.4094648,-17.3768898,4.0,False
Unnamed settlement,hamlet,179.3780766,-17.3961746,11.0,False
Unnamed settlement,village,179.4044244,-17.7824356,7.0,False
Unnamed settlement,hamlet,179.4233178,-17.8001372,6.0,False
Tovulailai,village,179.3991447,-17.8099552,6.0,False
Unnamed settlement,hamlet,179.4255913,-17.8121158,6.0,False
Unnamed settlement,hamlet,179.4097247,-17.8352681,7.0,False
Naigani,hamlet,179.1665272,-17.7801089,8.0,False
Yavu,hamlet,179.1479774,-17.7869116,7.0,False
Manuku,hamlet,179.1736241,-17.7928289,3.0,False
Lomaviti village,village,179.3292243,-17.9862085,5.0,False
Malawai,village,179.3399772,-18.002874,18.0,False
Lamiti,village,179.3419506,-18.0089507,8.0,False
Nawaikama,village,179.2656558,-18.0219628,3.0,False
Unnamed settlement,hamlet,179.2744529,-18.0292852,8.0,False
Somosomo,village,179.2409467,-18.011255,3.0,False
Nukuloa,village,179.3002489,-18.0540498,5.0,False
Unnamed settlement,hamlet,179.3028001,-18.0561849,7.0,False
Nukuloa,village,179.3071343,-18.0628543,3.0,False
Lovo,village,179.3268349,-18.1135065,3.0,False
Vione,village,179.2937573,-17.9413618,7.0,False
Qarani,village,179.2704206,-17.9466672,0.0,True
Unnamed settlement,hamlet,179.2660389,-17.9504187,8.0,False
Lekanai Village,hamlet,179.3092735,-17.9512157,-3.0,True
Navukailagi,village,179.2602588,-17.9572615,2.0,False
Vanuaso,village,179.3131135,-17.9669121,6.0,False
Unnamed settlement,hamlet,179.2531769,-17.9807722,3.0,False
Sawaieke,village,179.2526517,-17.9869718,4.0,False
Nuku,village,179.8289766,-18.5920832,7.0,False
Vadra,village,179.8349667,-18.6026999,6.0,False
Dakuibeqa,village,178.1325197,-18.4101668,12.0,False
Unnamed settlement,village,-178.5007357,-18.670371,0.0,True
Namuka,village,-178.6345397,-18.8514485,0.0,True
Unnamed settlement,village,-178.9498558,-18.917253,0.0,True
Unnamed settlement,village,-178.9735265,-18.9318873,0.0,True
Unnamed settlement,hamlet,-178.9793412,-18.9439032,0.0,True
Udu,village,-178.9441987,-18.9859644,0.0,True
Unnamed settlement,hamlet,-178.5978642,-19.1219977,0.0,True
Unnamed settlement,hamlet,-179.2756137,-18.3653055,0.0,True
Dakuiloa,village,-178.4686672,-18.4407212,0.0,True
Waiqori,village,-178.4877496,-18.4453966,0.0,True
Unnamed settlement,hamlet,-178.6223735,-18.6811726,0.0,True
Unnamed settlement,village,-178.6207201,-18.6836874,0.0,True
Unnamed settlement,hamlet,-179.3346423,-17.727638,0.0,True
Tuvuca,village,-178.8233576,-17.6856027,0.0,True
Unnamed settlement,hamlet,-179.1439422,-17.2502907,0.0,True
Unnamed settlement,village,-178.9908126,-17.3278666,0.0,True
Unnamed settlement,hamlet,-178.7788564,-18.192109,0.0,True
